sign,decan,ingress_date,ingress_longitude,egress_date,egress_longitude
Capricorn,3,1907-01-11T08:55:04.687500+00:00,290.000,1907-01-21T04:30:42.187500+00:00,300.000
Aquarius,1,1907-01-21T04:30:42.187500+00:00,300.000,1907-01-31T00:40:04.687500+00:00,310.000
Aquarius,2,1907-01-31T00:40:04.687500+00:00,310.000,1907-02-09T21:26:00.937500+00:00,320.000
Aquarius,3,1907-02-09T21:26:00.937500+00:00,320.000,1907-02-19T18:58:21.562500+00:00,330.000
Pisces,1,1907-02-19T18:58:21.562500+00:00,330.000,1907-03-01T17:39:57.656250+00:00,340.000
Pisces,2,1907-03-01T17:39:57.656250+00:00,340.000,1907-03-11T17:29:45.937500+00:00,350.000
Pisces,3,1907-03-11T17:29:45.937500+00:00,350.000,1907-03-21T18:33:02.812500+00:00,0.000
Aries,1,1907-03-21T18:33:02.812500+00:00,0.000,1907-03-31T21:06:51.328125+00:00,10.000
Aries,2,1907-03-31T21:06:51.328125+00:00,10.000,1907-04-11T01:01:20.859375+00:00,20.000
Aries,3,1907-04-11T01:01:20.859375+00:00,20.000,1907-04-21T06:17:13.593750+00:00,30.000
Taurus,1,1907-04-21T06:17:13.593750+00:00,30.000,1907-05-01T13:03:16.875000+00:00,40.000
Taurus,2,1907-05-01T13:03:16.875000+00:00,40.000,1907-05-11T20:59:38.906250+00:00,50.000
Taurus,3,1907-05-11T20:59:38.906250+00:00,50.000,1907-05-22T06:03:09.843750+00:00,60.000
Gemini,1,1907-05-22T06:03:09.843750+00:00,60.000,1907-06-01T16:12:46.406250+00:00,70.000
Gemini,2,1907-06-01T16:12:46.406250+00:00,70.000,1907-06-12T03:00:42.187500+00:00,80.000
Gemini,3,1907-06-12T03:00:42.187500+00:00,80.000,1907-06-22T14:23:05.156250+00:00,90.000
Cancer,1,1907-06-22T14:23:05.156250+00:00,90.000,1907-07-03T02:08:19.218750+00:00,100.000
Cancer,2,1907-07-03T02:08:19.218750+00:00,100.000,1907-07-13T13:47:13.593750+00:00,110.000
Cancer,3,1907-07-13T13:47:13.593750+00:00,110.000,1907-07-24T01:18:02.812500+00:00,120.000
Leo,1,1907-07-24T01:18:02.812500+00:00,120.000,1907-08-03T12:22:40.546875+00:00,130.000
Leo,2,1907-08-03T12:22:40.546875+00:00,130.000,1907-08-13T22:37:01.875000+00:00,140.000
Leo,3,1907-08-13T22:37:01.875000+00:00,140.000,1907-08-24T08:03:23.906250+00:00,150.000
Virgo,1,1907-08-24T08:03:23.906250+00:00,150.000,1907-09-03T16:22:58.125000+00:00,160.000
Virgo,2,1907-09-03T16:22:58.125000+00:00,160.000,1907-09-13T23:22:22.968750+00:00,170.000
Virgo,3,1907-09-13T23:22:22.968750+00:00,170.000,1907-09-24T05:09:01.406250+00:00,180.000
Libra,1,1907-09-24T05:09:01.406250+00:00,180.000,1907-10-04T09:27:46.406250+00:00,190.000
Libra,2,1907-10-04T09:27:46.406250+00:00,190.000,1907-10-14T12:17:13.593750+00:00,200.000
Libra,3,1907-10-14T12:17:13.593750+00:00,200.000,1907-10-24T13:51:37.265625+00:00,210.000
Scorpio,1,1907-10-24T13:51:37.265625+00:00,210.000,1907-11-03T14:01:38.437500+00:00,220.000
Scorpio,2,1907-11-03T14:01:38.437500+00:00,220.000,1907-11-13T12:55:11.718750+00:00,230.000
Scorpio,3,1907-11-13T12:55:11.718750+00:00,230.000,1907-11-23T10:52:08.906250+00:00,240.000
Sagittarius,1,1907-11-23T10:52:08.906250+00:00,240.000,1907-12-03T07:50:02.343750+00:00,250.000
Sagittarius,2,1907-12-03T07:50:02.343750+00:00,250.000,1907-12-13T04:01:52.500000+00:00,260.000
Sagittarius,3,1907-12-13T04:01:52.500000+00:00,260.000,1907-12-22T23:51:33.750000+00:00,270.000
Capricorn,1,1907-12-22T23:51:33.750000+00:00,270.000,1908-01-01T19:20:51.562500+00:00,280.000
Capricorn,2,1908-01-01T19:20:51.562500+00:00,280.000,1908-01-11T14:44:42.421875+00:00,290.000
Capricorn,3,1908-01-11T14:44:42.421875+00:00,290.000,1908-01-21T10:28:14.531250+00:00,300.000
Aquarius,1,1908-01-21T10:28:14.531250+00:00,300.000,1908-01-31T06:33:23.906250+00:00,310.000
Aquarius,2,1908-01-31T06:33:23.906250+00:00,310.000,1908-02-10T03:14:24.843750+00:00,320.000
Aquarius,3,1908-02-10T03:14:24.843750+00:00,320.000,1908-02-20T00:53:57.890625+00:00,330.000
Pisces,1,1908-02-20T00:53:57.890625+00:00,330.000,1908-02-29T23:31:10.312500+00:00,340.000
Pisces,2,1908-02-29T23:31:10.312500+00:00,340.000,1908-03-10T23:16:24.375000+00:00,350.000
Pisces,3,1908-03-10T23:16:24.375000+00:00,350.000,1908-03-21T00:27:14.765625+00:00,0.000
Aries,1,1908-03-21T00:27:14.765625+00:00,0.000,1908-03-31T02:55:46.875000+00:00,10.000
Aries,2,1908-03-31T02:55:46.875000+00:00,10.000,1908-04-10T06:47:06.562500+00:00,20.000
Aries,3,1908-04-10T06:47:06.562500+00:00,20.000,1908-04-20T12:11:15+00:00,30.000
Taurus,1,1908-04-20T12:11:15+00:00,30.000,1908-04-30T18:50:58.593750+00:00,40.000
Taurus,2,1908-04-30T18:50:58.593750+00:00,40.000,1908-05-11T02:46:38.437500+00:00,50.000
Taurus,3,1908-05-11T02:46:38.437500+00:00,50.000,1908-05-21T11:58:14.531250+00:00,60.000
Gemini,1,1908-05-21T11:58:14.531250+00:00,60.000,1908-05-31T22:00:07.031250+00:00,70.000
Gemini,2,1908-05-31T22:00:07.031250+00:00,70.000,1908-06-11T08:50:51.562500+00:00,80.000
Gemini,3,1908-06-11T08:50:51.562500+00:00,80.000,1908-06-21T20:19:13.125000+00:00,90.000
Cancer,1,1908-06-21T20:19:13.125000+00:00,90.000,1908-07-02T07:56:22.031250+00:00,100.000
Cancer,2,1908-07-02T07:56:22.031250+00:00,100.000,1908-07-12T19:41:15+00:00,110.000
Cancer,3,1908-07-12T19:41:15+00:00,110.000,1908-07-23T07:14:10.781250+00:00,120.000
Leo,1,1908-07-23T07:14:10.781250+00:00,120.000,1908-08-02T18:10:53.906250+00:00,130.000
Leo,2,1908-08-02T18:10:53.906250+00:00,130.000,1908-08-13T04:32:27.656250+00:00,140.000
Leo,3,1908-08-13T04:32:27.656250+00:00,140.000,1908-08-23T13:57:04.218750+00:00,150.000
Virgo,1,1908-08-23T13:57:04.218750+00:00,150.000,1908-09-02T22:10:18.750000+00:00,160.000
Virgo,2,1908-09-02T22:10:18.750000+00:00,160.000,1908-09-13T05:17:06.562500+00:00,170.000
Virgo,3,1908-09-13T05:17:06.562500+00:00,170.000,1908-09-23T10:58:18.046875+00:00,180.000
Libra,1,1908-09-23T10:58:18.046875+00:00,180.000,1908-10-03T15:12:18.281250+00:00,190.000
Libra,2,1908-10-03T15:12:18.281250+00:00,190.000,1908-10-13T18:09:08.437500+00:00,200.000
Libra,3,1908-10-13T18:09:08.437500+00:00,200.000,1908-10-23T19:36:51.328125+00:00,210.000
Scorpio,1,1908-10-23T19:36:51.328125+00:00,210.000,1908-11-02T19:43:00.468750+00:00,220.000
Scorpio,2,1908-11-02T19:43:00.468750+00:00,220.000,1908-11-12T18:43:56.718750+00:00,230.000
Scorpio,3,1908-11-12T18:43:56.718750+00:00,230.000,1908-11-22T16:34:34.218750+00:00,240.000
Sagittarius,1,1908-11-22T16:34:34.218750+00:00,240.000,1908-12-02T13:29:17.812500+00:00,250.000
Sagittarius,2,1908-12-02T13:29:17.812500+00:00,250.000,1908-12-12T09:48:52.031250+00:00,260.000
Sagittarius,3,1908-12-12T09:48:52.031250+00:00,260.000,1908-12-22T05:33:27.421875+00:00,270.000
Capricorn,1,1908-12-22T05:33:27.421875+00:00,270.000,1909-01-01T01:00:07.031250+00:00,280.000
Capricorn,2,1909-01-01T01:00:07.031250+00:00,280.000,1909-01-10T20:32:13.593750+00:00,290.000
Capricorn,3,1909-01-10T20:32:13.593750+00:00,290.000,1909-01-20T16:11:00.937500+00:00,300.000
Aquarius,1,1909-01-20T16:11:00.937500+00:00,300.000,1909-01-30T12:14:03.750000+00:00,310.000
Aquarius,2,1909-01-30T12:14:03.750000+00:00,310.000,1909-02-09T09:03:20.390625+00:00,320.000
Aquarius,3,1909-02-09T09:03:20.390625+00:00,320.000,1909-02-19T06:38:19.218750+00:00,330.000
Pisces,1,1909-02-19T06:38:19.218750+00:00,330.000,1909-03-01T05:13:35.625000+00:00,340.000
Pisces,2,1909-03-01T05:13:35.625000+00:00,340.000,1909-03-11T05:07:26.484375+00:00,350.000
Pisces,3,1909-03-11T05:07:26.484375+00:00,350.000,1909-03-21T06:13:00.468750+00:00,0.000
Aries,1,1909-03-21T06:13:00.468750+00:00,0.000,1909-03-31T08:40:18.750000+00:00,10.000
Aries,2,1909-03-31T08:40:18.750000+00:00,10.000,1909-04-10T12:40:04.687500+00:00,20.000
Aries,3,1909-04-10T12:40:04.687500+00:00,20.000,1909-04-20T17:57:53.437500+00:00,30.000
Taurus,1,1909-04-20T17:57:53.437500+00:00,30.000,1909-05-01T00:37:58.125000+00:00,40.000
Taurus,2,1909-05-01T00:37:58.125000+00:00,40.000,1909-05-11T08:41:22.031250+00:00,50.000
Taurus,3,1909-05-11T08:41:22.031250+00:00,50.000,1909-05-21T17:44:52.968750+00:00,60.000
Gemini,1,1909-05-21T17:44:52.968750+00:00,60.000,1909-06-01T03:50:16.406250+00:00,70.000
Gemini,2,1909-06-01T03:50:16.406250+00:00,70.000,1909-06-11T14:46:06.796875+00:00,80.000
Gemini,3,1909-06-11T14:46:06.796875+00:00,80.000,1909-06-22T02:05:30.468750+00:00,90.000
Cancer,1,1909-06-22T02:05:30.468750+00:00,90.000,1909-07-02T13:48:59.062500+00:00,100.000
Cancer,2,1909-07-02T13:48:59.062500+00:00,100.000,1909-07-13T01:35:16.406250+00:00,110.000
Cancer,3,1909-07-13T01:35:16.406250+00:00,110.000,1909-07-23T13:00:28.125000+00:00,120.000
Leo,1,1909-07-23T13:00:28.125000+00:00,120.000,1909-08-03T00:04:55.312500+00:00,130.000
Leo,2,1909-08-03T00:04:55.312500+00:00,130.000,1909-08-13T10:24:22.500000+00:00,140.000
Leo,3,1909-08-13T10:24:22.500000+00:00,140.000,1909-08-23T19:43:42.656250+00:00,150.000
Virgo,1,1909-08-23T19:43:42.656250+00:00,150.000,1909-09-03T04:05:02.343750+00:00,160.000
Virgo,2,1909-09-03T04:05:02.343750+00:00,160.000,1909-09-13T11:06:12.656250+00:00,170.000
Virgo,3,1909-09-13T11:06:12.656250+00:00,170.000,1909-09-23T16:44:24.843750+00:00,180.000
Libra,1,1909-09-23T16:44:24.843750+00:00,180.000,1909-10-03T21:06:40.781250+00:00,190.000
Libra,2,1909-10-03T21:06:40.781250+00:00,190.000,1909-10-13T23:56:39.609375+00:00,200.000
Libra,3,1909-10-13T23:56:39.609375+00:00,200.000,1909-10-24T01:22:37.031250+00:00,210.000
Scorpio,1,1909-10-24T01:22:37.031250+00:00,210.000,1909-11-03T01:36:30.234375+00:00,220.000
Scorpio,2,1909-11-03T01:36:30.234375+00:00,220.000,1909-11-13T00:30:35.156250+00:00,230.000
Scorpio,3,1909-11-13T00:30:35.156250+00:00,230.000,1909-11-22T22:20:19.921875+00:00,240.000
Sagittarius,1,1909-11-22T22:20:19.921875+00:00,240.000,1909-12-02T19:22:37.031250+00:00,250.000
Sagittarius,2,1909-12-02T19:22:37.031250+00:00,250.000,1909-12-12T15:36:02.109375+00:00,260.000
Sagittarius,3,1909-12-12T15:36:02.109375+00:00,260.000,1909-12-22T11:19:55.312500+00:00,270.000
Capricorn,1,1909-12-22T11:19:55.312500+00:00,270.000,1910-01-01T06:54:18.984375+00:00,280.000
Capricorn,2,1910-01-01T06:54:18.984375+00:00,280.000,1910-01-11T02:20:37.500000+00:00,290.000
Capricorn,3,1910-01-11T02:20:37.500000+00:00,290.000,1910-01-20T21:59:03.750000+00:00,300.000
Aquarius,1,1910-01-20T21:59:03.750000+00:00,300.000,1910-01-30T18:10:01.171875+00:00,310.000
Aquarius,2,1910-01-30T18:10:01.171875+00:00,310.000,1910-02-09T14:53:40.312500+00:00,320.000
Aquarius,3,1910-02-09T14:53:40.312500+00:00,320.000,1910-02-19T12:28:07.500000+00:00,330.000
Pisces,1,1910-02-19T12:28:07.500000+00:00,330.000,1910-03-01T11:11:18.515625+00:00,340.000
Pisces,2,1910-03-01T11:11:18.515625+00:00,340.000,1910-03-11T10:58:07.500000+00:00,350.000
Pisces,3,1910-03-11T10:58:07.500000+00:00,350.000,1910-03-21T12:02:48.750000+00:00,0.000
Aries,1,1910-03-21T12:02:48.750000+00:00,0.000,1910-03-31T14:36:47.812500+00:00,10.000
Aries,2,1910-03-31T14:36:47.812500+00:00,10.000,1910-04-10T18:28:07.500000+00:00,20.000
Aries,3,1910-04-10T18:28:07.500000+00:00,20.000,1910-04-20T23:45:45.703125+00:00,30.000
Taurus,1,1910-04-20T23:45:45.703125+00:00,30.000,1910-05-01T06:30:56.250000+00:00,40.000
Taurus,2,1910-05-01T06:30:56.250000+00:00,40.000,1910-05-11T14:24:08.437500+00:00,50.000
Taurus,3,1910-05-11T14:24:08.437500+00:00,50.000,1910-05-21T23:30:07.031250+00:00,60.000
Gemini,1,1910-05-21T23:30:07.031250+00:00,60.000,1910-06-01T09:37:58.125000+00:00,70.000
Gemini,2,1910-06-01T09:37:58.125000+00:00,70.000,1910-06-11T20:23:36.796875+00:00,80.000
Gemini,3,1910-06-11T20:23:36.796875+00:00,80.000,1910-06-22T07:48:37.968750+00:00,90.000
Cancer,1,1910-06-22T07:48:37.968750+00:00,90.000,1910-07-02T19:31:56.015625+00:00,100.000
Cancer,2,1910-07-02T19:31:56.015625+00:00,100.000,1910-07-13T07:09:57.656250+00:00,110.000
Cancer,3,1910-07-13T07:09:57.656250+00:00,110.000,1910-07-23T18:42:53.437500+00:00,120.000
Leo,1,1910-07-23T18:42:53.437500+00:00,120.000,1910-08-03T05:44:31.875000+00:00,130.000
Leo,2,1910-08-03T05:44:31.875000+00:00,130.000,1910-08-13T15:59:24.843750+00:00,140.000
Leo,3,1910-08-13T15:59:24.843750+00:00,140.000,1910-08-24T01:27:32.343750+00:00,150.000
Virgo,1,1910-08-24T01:27:32.343750+00:00,150.000,1910-09-03T09:43:14.531250+00:00,160.000
Virgo,2,1910-09-03T09:43:14.531250+00:00,160.000,1910-09-13T16:43:42.656250+00:00,170.000
Virgo,3,1910-09-13T16:43:42.656250+00:00,170.000,1910-09-23T22:30:42.187500+00:00,180.000
Libra,1,1910-09-23T22:30:42.187500+00:00,180.000,1910-10-04T02:46:17.343750+00:00,190.000
Libra,2,1910-10-04T02:46:17.343750+00:00,190.000,1910-10-14T05:37:08.906250+00:00,200.000
Libra,3,1910-10-14T05:37:08.906250+00:00,200.000,1910-10-24T07:11:11.484375+00:00,210.000
Scorpio,1,1910-10-24T07:11:11.484375+00:00,210.000,1910-11-03T07:18:23.906250+00:00,220.000
Scorpio,2,1910-11-03T07:18:23.906250+00:00,220.000,1910-11-13T06:14:03.750000+00:00,230.000
Scorpio,3,1910-11-13T06:14:03.750000+00:00,230.000,1910-11-23T04:11:00.937500+00:00,240.000
Sagittarius,1,1910-11-23T04:11:00.937500+00:00,240.000,1910-12-03T01:06:26.718750+00:00,250.000
Sagittarius,2,1910-12-03T01:06:26.718750+00:00,250.000,1910-12-12T21:21:05.625000+00:00,260.000
Sagittarius,3,1910-12-12T21:21:05.625000+00:00,260.000,1910-12-22T17:11:50.156250+00:00,270.000
Capricorn,1,1910-12-22T17:11:50.156250+00:00,270.000,1911-01-01T12:39:11.953125+00:00,280.000
Capricorn,2,1911-01-01T12:39:11.953125+00:00,280.000,1911-01-11T08:06:33.750000+00:00,290.000
Capricorn,3,1911-01-11T08:06:33.750000+00:00,290.000,1911-01-21T03:51:19.687500+00:00,300.000
Aquarius,1,1911-01-21T03:51:19.687500+00:00,300.000,1911-01-30T23:55:04.687500+00:00,310.000
Aquarius,2,1911-01-30T23:55:04.687500+00:00,310.000,1911-02-09T20:39:15.468750+00:00,320.000
Aquarius,3,1911-02-09T20:39:15.468750+00:00,320.000,1911-02-19T18:20:23.437500+00:00,330.000
Pisces,1,1911-02-19T18:20:23.437500+00:00,330.000,1911-03-01T16:55:39.843750+00:00,340.000
Pisces,2,1911-03-01T16:55:39.843750+00:00,340.000,1911-03-11T16:43:21.562500+00:00,350.000
Pisces,3,1911-03-11T16:43:21.562500+00:00,350.000,1911-03-21T17:54:22.500000+00:00,0.000
Aries,1,1911-03-21T17:54:22.500000+00:00,0.000,1911-03-31T20:20:16.406250+00:00,10.000
Aries,2,1911-03-31T20:20:16.406250+00:00,10.000,1911-04-11T00:13:21.562500+00:00,20.000
Aries,3,1911-04-11T00:13:21.562500+00:00,20.000,1911-04-21T05:36:05.625000+00:00,30.000
Taurus,1,1911-04-21T05:36:05.625000+00:00,30.000,1911-05-01T12:12:18.281250+00:00,40.000
Taurus,2,1911-05-01T12:12:18.281250+00:00,40.000,1911-05-11T20:09:54.140625+00:00,50.000
Taurus,3,1911-05-11T20:09:54.140625+00:00,50.000,1911-05-22T05:18:30.937500+00:00,60.000
Gemini,1,1911-05-22T05:18:30.937500+00:00,60.000,1911-06-01T15:17:34.687500+00:00,70.000
Gemini,2,1911-06-01T15:17:34.687500+00:00,70.000,1911-06-12T02:10:25.781250+00:00,80.000
Gemini,3,1911-06-12T02:10:25.781250+00:00,80.000,1911-06-22T13:35:37.500000+00:00,90.000
Cancer,1,1911-06-22T13:35:37.500000+00:00,90.000,1911-07-03T01:11:32.578125+00:00,100.000
Cancer,2,1911-07-03T01:11:32.578125+00:00,100.000,1911-07-13T12:58:21.562500+00:00,110.000
Cancer,3,1911-07-13T12:58:21.562500+00:00,110.000,1911-07-24T00:28:49.687500+00:00,120.000
Leo,1,1911-07-24T00:28:49.687500+00:00,120.000,1911-08-03T11:26:57.187500+00:00,130.000
Leo,2,1911-08-03T11:26:57.187500+00:00,130.000,1911-08-13T21:50:48.046875+00:00,140.000
Leo,3,1911-08-13T21:50:48.046875+00:00,140.000,1911-08-24T07:13:07.500000+00:00,150.000
Virgo,1,1911-08-24T07:13:07.500000+00:00,150.000,1911-09-03T15:29:10.781250+00:00,160.000
Virgo,2,1911-09-03T15:29:10.781250+00:00,160.000,1911-09-13T22:37:44.062500+00:00,170.000
Virgo,3,1911-09-13T22:37:44.062500+00:00,170.000,1911-09-24T04:17:41.718750+00:00,180.000
Libra,1,1911-09-24T04:17:41.718750+00:00,180.000,1911-10-04T08:35:02.343750+00:00,190.000
Libra,2,1911-10-04T08:35:02.343750+00:00,190.000,1911-10-14T11:32:34.687500+00:00,200.000
Libra,3,1911-10-14T11:32:34.687500+00:00,200.000,1911-10-24T12:58:21.562500+00:00,210.000
Scorpio,1,1911-10-24T12:58:21.562500+00:00,210.000,1911-11-03T13:07:30+00:00,220.000
Scorpio,2,1911-11-03T13:07:30+00:00,220.000,1911-11-13T12:07:44.062500+00:00,230.000
Scorpio,3,1911-11-13T12:07:44.062500+00:00,230.000,1911-11-23T09:55:53.906250+00:00,240.000
Sagittarius,1,1911-11-23T09:55:53.906250+00:00,240.000,1911-12-03T06:53:05.156250+00:00,250.000
Sagittarius,2,1911-12-03T06:53:05.156250+00:00,250.000,1911-12-13T03:11:46.640625+00:00,260.000
Sagittarius,3,1911-12-13T03:11:46.640625+00:00,260.000,1911-12-22T22:53:12.187500+00:00,270.000
Capricorn,1,1911-12-22T22:53:12.187500+00:00,270.000,1912-01-01T18:22:08.906250+00:00,280.000
Capricorn,2,1912-01-01T18:22:08.906250+00:00,280.000,1912-01-11T13:53:22.734375+00:00,290.000
Capricorn,3,1912-01-11T13:53:22.734375+00:00,290.000,1912-01-21T09:29:10.781250+00:00,300.000
Aquarius,1,1912-01-21T09:29:10.781250+00:00,300.000,1912-01-31T05:34:20.156250+00:00,310.000
Aquarius,2,1912-01-31T05:34:20.156250+00:00,310.000,1912-02-10T02:23:15.703125+00:00,320.000
Aquarius,3,1912-02-10T02:23:15.703125+00:00,320.000,1912-02-19T23:55:46.875000+00:00,330.000
Pisces,1,1912-02-19T23:55:46.875000+00:00,330.000,1912-02-29T22:33:09.843750+00:00,340.000
Pisces,2,1912-02-29T22:33:09.843750+00:00,340.000,1912-03-10T22:26:07.968750+00:00,350.000
Pisces,3,1912-03-10T22:26:07.968750+00:00,350.000,1912-03-20T23:29:24.843750+00:00,0.000
Aries,1,1912-03-20T23:29:24.843750+00:00,0.000,1912-03-31T01:58:49.687500+00:00,10.000
Aries,2,1912-03-31T01:58:49.687500+00:00,10.000,1912-04-10T05:57:11.250000+00:00,20.000
Aries,3,1912-04-10T05:57:11.250000+00:00,20.000,1912-04-20T11:12:32.343750+00:00,30.000
Taurus,1,1912-04-20T11:12:32.343750+00:00,30.000,1912-04-30T17:54:54.140625+00:00,40.000
Taurus,2,1912-04-30T17:54:54.140625+00:00,40.000,1912-05-11T01:55:39.843750+00:00,50.000
Taurus,3,1912-05-11T01:55:39.843750+00:00,50.000,1912-05-21T10:57:04.218750+00:00,60.000
Gemini,1,1912-05-21T10:57:04.218750+00:00,60.000,1912-05-31T21:04:55.312500+00:00,70.000
Gemini,2,1912-05-31T21:04:55.312500+00:00,70.000,1912-06-11T07:57:46.406250+00:00,80.000
Gemini,3,1912-06-11T07:57:46.406250+00:00,80.000,1912-06-21T19:16:59.531250+00:00,90.000
Cancer,1,1912-06-21T19:16:59.531250+00:00,90.000,1912-07-02T07:02:34.687500+00:00,100.000
Cancer,2,1912-07-02T07:02:34.687500+00:00,100.000,1912-07-12T18:46:24.375000+00:00,110.000
Cancer,3,1912-07-12T18:46:24.375000+00:00,110.000,1912-07-23T06:13:42.656250+00:00,120.000
Leo,1,1912-07-23T06:13:42.656250+00:00,120.000,1912-08-02T17:20:37.500000+00:00,130.000
Leo,2,1912-08-02T17:20:37.500000+00:00,130.000,1912-08-13T03:38:19.218750+00:00,140.000
Leo,3,1912-08-13T03:38:19.218750+00:00,140.000,1912-08-23T13:01:31.406250+00:00,150.000
Virgo,1,1912-08-23T13:01:31.406250+00:00,150.000,1912-09-02T21:24:57.656250+00:00,160.000
Virgo,2,1912-09-02T21:24:57.656250+00:00,160.000,1912-09-13T04:25:15.234375+00:00,170.000
Virgo,3,1912-09-13T04:25:15.234375+00:00,170.000,1912-09-23T10:08:01.640625+00:00,180.000
Libra,1,1912-09-23T10:08:01.640625+00:00,180.000,1912-10-03T14:30:59.765625+00:00,190.000
Libra,2,1912-10-03T14:30:59.765625+00:00,190.000,1912-10-13T17:20:16.406250+00:00,200.000
Libra,3,1912-10-13T17:20:16.406250+00:00,200.000,1912-10-23T18:50:05.859375+00:00,210.000
Scorpio,1,1912-10-23T18:50:05.859375+00:00,210.000,1912-11-02T19:03:16.875000+00:00,220.000
Scorpio,2,1912-11-02T19:03:16.875000+00:00,220.000,1912-11-12T17:55:36.328125+00:00,230.000
Scorpio,3,1912-11-12T17:55:36.328125+00:00,230.000,1912-11-22T15:48:09.843750+00:00,240.000
Sagittarius,1,1912-11-22T15:48:09.843750+00:00,240.000,1912-12-02T12:48:52.031250+00:00,250.000
Sagittarius,2,1912-12-02T12:48:52.031250+00:00,250.000,1912-12-12T08:58:56.718750+00:00,260.000
Sagittarius,3,1912-12-12T08:58:56.718750+00:00,260.000,1912-12-22T04:44:45.937500+00:00,270.000
Capricorn,1,1912-12-22T04:44:45.937500+00:00,270.000,1913-01-01T00:16:52.500000+00:00,280.000
Capricorn,2,1913-01-01T00:16:52.500000+00:00,280.000,1913-01-10T19:39:29.531250+00:00,290.000
Capricorn,3,1913-01-10T19:39:29.531250+00:00,290.000,1913-01-20T15:18:59.062500+00:00,300.000
Aquarius,1,1913-01-20T15:18:59.062500+00:00,300.000,1913-01-30T11:28:00.468750+00:00,310.000
Aquarius,2,1913-01-30T11:28:00.468750+00:00,310.000,1913-02-09T08:08:19.218750+00:00,320.000
Aquarius,3,1913-02-09T08:08:19.218750+00:00,320.000,1913-02-19T05:44:10.781250+00:00,330.000
Pisces,1,1913-02-19T05:44:10.781250+00:00,330.000,1913-03-01T04:25:46.875000+00:00,340.000
Pisces,2,1913-03-01T04:25:46.875000+00:00,340.000,1913-03-11T04:10:39.843750+00:00,350.000
Pisces,3,1913-03-11T04:10:39.843750+00:00,350.000,1913-03-21T05:17:59.296875+00:00,0.000
Aries,1,1913-03-21T05:17:59.296875+00:00,0.000,1913-03-31T07:50:55.078125+00:00,10.000
Aries,2,1913-03-31T07:50:55.078125+00:00,10.000,1913-04-10T11:41:43.125000+00:00,20.000
Aries,3,1913-04-10T11:41:43.125000+00:00,20.000,1913-04-20T17:03:02.812500+00:00,30.000
Taurus,1,1913-04-20T17:03:02.812500+00:00,30.000,1913-04-30T23:46:59.531250+00:00,40.000
Taurus,2,1913-04-30T23:46:59.531250+00:00,40.000,1913-05-11T07:40:11.718750+00:00,50.000
Taurus,3,1913-05-11T07:40:11.718750+00:00,50.000,1913-05-21T16:50:02.343750+00:00,60.000
Gemini,1,1913-05-21T16:50:02.343750+00:00,60.000,1913-06-01T02:55:46.875000+00:00,70.000
Gemini,2,1913-06-01T02:55:46.875000+00:00,70.000,1913-06-11T13:41:57.187500+00:00,80.000
Gemini,3,1913-06-11T13:41:57.187500+00:00,80.000,1913-06-22T01:09:36.562500+00:00,90.000
Cancer,1,1913-06-22T01:09:36.562500+00:00,90.000,1913-07-02T12:49:55.312500+00:00,100.000
Cancer,2,1913-07-02T12:49:55.312500+00:00,100.000,1913-07-13T00:29:31.875000+00:00,110.000
Cancer,3,1913-07-13T00:29:31.875000+00:00,110.000,1913-07-23T12:03:52.031250+00:00,120.000
Leo,1,1913-07-23T12:03:52.031250+00:00,120.000,1913-08-02T23:02:20.625000+00:00,130.000
Leo,2,1913-08-02T23:02:20.625000+00:00,130.000,1913-08-13T09:19:41.250000+00:00,140.000
Leo,3,1913-08-13T09:19:41.250000+00:00,140.000,1913-08-23T18:48:09.843750+00:00,150.000
Virgo,1,1913-08-23T18:48:09.843750+00:00,150.000,1913-09-03T03:02:06.562500+00:00,160.000
