sign,decan,ingress_date,ingress_longitude,egress_date,egress_longitude
Aquarius,1,1949-01-20T09:08:36.796875+00:00,300.000,1949-01-30T05:09:01.406250+00:00,310.000
Aquarius,2,1949-01-30T05:09:01.406250+00:00,310.000,1949-02-09T01:49:41.250000+00:00,320.000
Aquarius,3,1949-02-09T01:49:41.250000+00:00,320.000,1949-02-18T23:26:57.187500+00:00,330.000
Pisces,1,1949-02-18T23:26:57.187500+00:00,330.000,1949-02-28T21:58:00.468750+00:00,340.000
Pisces,2,1949-02-28T21:58:00.468750+00:00,340.000,1949-03-10T21:41:07.968750+00:00,350.000
Pisces,3,1949-03-10T21:41:07.968750+00:00,350.000,1949-03-20T22:47:55.781250+00:00,0.000
Aries,1,1949-03-20T22:47:55.781250+00:00,0.000,1949-03-31T01:09:36.562500+00:00,10.000
Aries,2,1949-03-31T01:09:36.562500+00:00,10.000,1949-04-10T04:58:18.046875+00:00,20.000
Aries,3,1949-04-10T04:58:18.046875+00:00,20.000,1949-04-20T10:17:20.625000+00:00,30.000
Taurus,1,1949-04-20T10:17:20.625000+00:00,30.000,1949-04-30T16:50:23.437500+00:00,40.000
Taurus,2,1949-04-30T16:50:23.437500+00:00,40.000,1949-05-11T00:44:38.906250+00:00,50.000
Taurus,3,1949-05-11T00:44:38.906250+00:00,50.000,1949-05-21T09:50:37.500000+00:00,60.000
Gemini,1,1949-05-21T09:50:37.500000+00:00,60.000,1949-05-31T19:47:55.781250+00:00,70.000
Gemini,2,1949-05-31T19:47:55.781250+00:00,70.000,1949-06-11T06:38:40.312500+00:00,80.000
Gemini,3,1949-06-11T06:38:40.312500+00:00,80.000,1949-06-21T18:02:48.750000+00:00,90.000
Cancer,1,1949-06-21T18:02:48.750000+00:00,90.000,1949-07-02T05:38:12.187500+00:00,100.000
Cancer,2,1949-07-02T05:38:12.187500+00:00,100.000,1949-07-12T17:25:22.265625+00:00,110.000
Cancer,3,1949-07-12T17:25:22.265625+00:00,110.000,1949-07-23T04:56:43.125000+00:00,120.000
Leo,1,1949-07-23T04:56:43.125000+00:00,120.000,1949-08-02T15:56:15+00:00,130.000
Leo,2,1949-08-02T15:56:15+00:00,130.000,1949-08-13T02:22:33.515625+00:00,140.000
Leo,3,1949-08-13T02:22:33.515625+00:00,140.000,1949-08-23T11:48:13.359375+00:00,150.000
Virgo,1,1949-08-23T11:48:13.359375+00:00,150.000,1949-09-02T20:07:58.125000+00:00,160.000
Virgo,2,1949-09-02T20:07:58.125000+00:00,160.000,1949-09-13T03:20:55.078125+00:00,170.000
Virgo,3,1949-09-13T03:20:55.078125+00:00,170.000,1949-09-23T09:05:58.593750+00:00,180.000
Libra,1,1949-09-23T09:05:58.593750+00:00,180.000,1949-10-03T13:28:14.531250+00:00,190.000
Libra,2,1949-10-03T13:28:14.531250+00:00,190.000,1949-10-13T16:31:24.375000+00:00,200.000
Libra,3,1949-10-13T16:31:24.375000+00:00,200.000,1949-10-23T18:02:59.296875+00:00,210.000
Scorpio,1,1949-10-23T18:02:59.296875+00:00,210.000,1949-11-02T18:17:34.687500+00:00,220.000
Scorpio,2,1949-11-02T18:17:34.687500+00:00,220.000,1949-11-12T17:23:26.250000+00:00,230.000
Scorpio,3,1949-11-12T17:23:26.250000+00:00,230.000,1949-11-22T15:16:10.312500+00:00,240.000
Sagittarius,1,1949-11-22T15:16:10.312500+00:00,240.000,1949-12-02T12:17:24.140625+00:00,250.000
Sagittarius,2,1949-12-02T12:17:24.140625+00:00,250.000,1949-12-12T08:39:15.468750+00:00,260.000
Sagittarius,3,1949-12-12T08:39:15.468750+00:00,260.000,1949-12-22T04:22:58.125000+00:00,270.000
Capricorn,1,1949-12-22T04:22:58.125000+00:00,270.000,1949-12-31T23:53:08.671875+00:00,280.000
Capricorn,2,1949-12-31T23:53:08.671875+00:00,280.000,1950-01-10T19:24:43.593750+00:00,290.000
Capricorn,3,1950-01-10T19:24:43.593750+00:00,290.000,1950-01-20T14:59:38.906250+00:00,300.000
Aquarius,1,1950-01-20T14:59:38.906250+00:00,300.000,1950-01-30T11:03:02.812500+00:00,310.000
Aquarius,2,1950-01-30T11:03:02.812500+00:00,310.000,1950-02-09T07:48:59.062500+00:00,320.000
Aquarius,3,1950-02-09T07:48:59.062500+00:00,320.000,1950-02-19T05:17:27.656250+00:00,330.000
Pisces,1,1950-02-19T05:17:27.656250+00:00,330.000,1950-03-01T03:50:16.406250+00:00,340.000
Pisces,2,1950-03-01T03:50:16.406250+00:00,340.000,1950-03-11T03:37:58.125000+00:00,350.000
Pisces,3,1950-03-11T03:37:58.125000+00:00,350.000,1950-03-21T04:35:16.406250+00:00,0.000
Aries,1,1950-03-21T04:35:16.406250+00:00,0.000,1950-03-31T06:58:00.468750+00:00,10.000
Aries,2,1950-03-31T06:58:00.468750+00:00,10.000,1950-04-10T10:50:02.343750+00:00,20.000
Aries,3,1950-04-10T10:50:02.343750+00:00,20.000,1950-04-20T15:59:03.750000+00:00,30.000
Taurus,1,1950-04-20T15:59:03.750000+00:00,30.000,1950-04-30T22:35:16.406250+00:00,40.000
Taurus,2,1950-04-30T22:35:16.406250+00:00,40.000,1950-05-11T06:30:14.062500+00:00,50.000
Taurus,3,1950-05-11T06:30:14.062500+00:00,50.000,1950-05-21T15:27:04.218750+00:00,60.000
Gemini,1,1950-05-21T15:27:04.218750+00:00,60.000,1950-06-01T01:30:10.546875+00:00,70.000
Gemini,2,1950-06-01T01:30:10.546875+00:00,70.000,1950-06-11T12:19:30.703125+00:00,80.000
Gemini,3,1950-06-11T12:19:30.703125+00:00,80.000,1950-06-21T23:36:05.625000+00:00,90.000
Cancer,1,1950-06-21T23:36:05.625000+00:00,90.000,1950-07-02T11:19:44.765625+00:00,100.000
Cancer,2,1950-07-02T11:19:44.765625+00:00,100.000,1950-07-12T23:02:41.718750+00:00,110.000
Cancer,3,1950-07-12T23:02:41.718750+00:00,110.000,1950-07-23T10:30:00+00:00,120.000
Leo,1,1950-07-23T10:30:00+00:00,120.000,1950-08-02T21:37:58.125000+00:00,130.000
Leo,2,1950-08-02T21:37:58.125000+00:00,130.000,1950-08-13T07:57:46.406250+00:00,140.000
Leo,3,1950-08-13T07:57:46.406250+00:00,140.000,1950-08-23T17:23:05.156250+00:00,150.000
Virgo,1,1950-08-23T17:23:05.156250+00:00,150.000,1950-09-03T01:50:23.437500+00:00,160.000
Virgo,2,1950-09-03T01:50:23.437500+00:00,160.000,1950-09-13T08:55:46.875000+00:00,170.000
Virgo,3,1950-09-13T08:55:46.875000+00:00,170.000,1950-09-23T14:43:28.593750+00:00,180.000
Libra,1,1950-09-23T14:43:28.593750+00:00,180.000,1950-10-03T19:12:25.312500+00:00,190.000
Libra,2,1950-10-03T19:12:25.312500+00:00,190.000,1950-10-13T22:08:12.187500+00:00,200.000
Libra,3,1950-10-13T22:08:12.187500+00:00,200.000,1950-10-23T23:44:52.968750+00:00,210.000
Scorpio,1,1950-10-23T23:44:52.968750+00:00,210.000,1950-11-03T00:04:55.312500+00:00,220.000
Scorpio,2,1950-11-03T00:04:55.312500+00:00,220.000,1950-11-12T23:03:45+00:00,230.000
Scorpio,3,1950-11-12T23:03:45+00:00,230.000,1950-11-22T21:02:27.656250+00:00,240.000
Sagittarius,1,1950-11-22T21:02:27.656250+00:00,240.000,1950-12-02T18:08:47.343750+00:00,250.000
Sagittarius,2,1950-12-02T18:08:47.343750+00:00,250.000,1950-12-12T14:23:47.343750+00:00,260.000
Sagittarius,3,1950-12-12T14:23:47.343750+00:00,260.000,1950-12-22T10:13:18.046875+00:00,270.000
Capricorn,1,1950-12-22T10:13:18.046875+00:00,270.000,1951-01-01T05:48:23.906250+00:00,280.000
Capricorn,2,1951-01-01T05:48:23.906250+00:00,280.000,1951-01-11T01:12:14.765625+00:00,290.000
Capricorn,3,1951-01-11T01:12:14.765625+00:00,290.000,1951-01-20T20:52:05.390625+00:00,300.000
Aquarius,1,1951-01-20T20:52:05.390625+00:00,300.000,1951-01-30T16:59:52.968750+00:00,310.000
Aquarius,2,1951-01-30T16:59:52.968750+00:00,310.000,1951-02-09T13:37:22.968750+00:00,320.000
Aquarius,3,1951-02-09T13:37:22.968750+00:00,320.000,1951-02-19T11:09:43.593750+00:00,330.000
Pisces,1,1951-02-19T11:09:43.593750+00:00,330.000,1951-03-01T09:46:24.375000+00:00,340.000
Pisces,2,1951-03-01T09:46:24.375000+00:00,340.000,1951-03-11T09:24:57.656250+00:00,350.000
Pisces,3,1951-03-11T09:24:57.656250+00:00,350.000,1951-03-21T10:25:46.875000+00:00,0.000
Aries,1,1951-03-21T10:25:46.875000+00:00,0.000,1951-03-31T12:51:40.781250+00:00,10.000
Aries,2,1951-03-31T12:51:40.781250+00:00,10.000,1951-04-10T16:34:34.218750+00:00,20.000
Aries,3,1951-04-10T16:34:34.218750+00:00,20.000,1951-04-20T21:48:09.843750+00:00,30.000
Taurus,1,1951-04-20T21:48:09.843750+00:00,30.000,1951-05-01T04:25:04.687500+00:00,40.000
Taurus,2,1951-05-01T04:25:04.687500+00:00,40.000,1951-05-11T12:11:46.640625+00:00,50.000
Taurus,3,1951-05-11T12:11:46.640625+00:00,50.000,1951-05-21T21:15:28.125000+00:00,60.000
Gemini,1,1951-05-21T21:15:28.125000+00:00,60.000,1951-06-01T07:16:38.437500+00:00,70.000
Gemini,2,1951-06-01T07:16:38.437500+00:00,70.000,1951-06-11T17:59:38.906250+00:00,80.000
Gemini,3,1951-06-11T17:59:38.906250+00:00,80.000,1951-06-22T05:24:50.625000+00:00,90.000
Cancer,1,1951-06-22T05:24:50.625000+00:00,90.000,1951-07-02T17:04:16.640625+00:00,100.000
Cancer,2,1951-07-02T17:04:16.640625+00:00,100.000,1951-07-13T04:44:24.843750+00:00,110.000
Cancer,3,1951-07-13T04:44:24.843750+00:00,110.000,1951-07-23T16:20:30.468750+00:00,120.000
Leo,1,1951-07-23T16:20:30.468750+00:00,120.000,1951-08-03T03:22:08.906250+00:00,130.000
Leo,2,1951-08-03T03:22:08.906250+00:00,130.000,1951-08-13T13:43:00.468750+00:00,140.000
Leo,3,1951-08-13T13:43:00.468750+00:00,140.000,1951-08-23T23:16:03.281250+00:00,150.000
Virgo,1,1951-08-23T23:16:03.281250+00:00,150.000,1951-09-03T07:35:37.500000+00:00,160.000
Virgo,2,1951-09-03T07:35:37.500000+00:00,160.000,1951-09-13T14:44:10.781250+00:00,170.000
Virgo,3,1951-09-13T14:44:10.781250+00:00,170.000,1951-09-23T20:36:47.812500+00:00,180.000
Libra,1,1951-09-23T20:36:47.812500+00:00,180.000,1951-10-04T00:57:18.281250+00:00,190.000
Libra,2,1951-10-04T00:57:18.281250+00:00,190.000,1951-10-14T03:57:28.828125+00:00,200.000
Libra,3,1951-10-14T03:57:28.828125+00:00,200.000,1951-10-24T05:36:05.625000+00:00,210.000
Scorpio,1,1951-10-24T05:36:05.625000+00:00,210.000,1951-11-03T05:47:20.625000+00:00,220.000
Scorpio,2,1951-11-03T05:47:20.625000+00:00,220.000,1951-11-13T04:51:16.171875+00:00,230.000
Scorpio,3,1951-11-13T04:51:16.171875+00:00,230.000,1951-11-23T02:51:12.656250+00:00,240.000
Sagittarius,1,1951-11-23T02:51:12.656250+00:00,240.000,1951-12-02T23:48:23.906250+00:00,250.000
Sagittarius,2,1951-12-02T23:48:23.906250+00:00,250.000,1951-12-12T20:09:01.406250+00:00,260.000
Sagittarius,3,1951-12-12T20:09:01.406250+00:00,260.000,1951-12-22T16:00:07.031250+00:00,270.000
Capricorn,1,1951-12-22T16:00:07.031250+00:00,270.000,1952-01-01T11:26:15+00:00,280.000
Capricorn,2,1952-01-01T11:26:15+00:00,280.000,1952-01-11T06:56:04.453125+00:00,290.000
Capricorn,3,1952-01-11T06:56:04.453125+00:00,290.000,1952-01-21T02:38:22.734375+00:00,300.000
Aquarius,1,1952-01-21T02:38:22.734375+00:00,300.000,1952-01-30T22:37:44.062500+00:00,310.000
Aquarius,2,1952-01-30T22:37:44.062500+00:00,310.000,1952-02-09T19:21:12.656250+00:00,320.000
Aquarius,3,1952-02-09T19:21:12.656250+00:00,320.000,1952-02-19T16:56:43.125000+00:00,330.000
Pisces,1,1952-02-19T16:56:43.125000+00:00,330.000,1952-02-29T15:25:18.750000+00:00,340.000
Pisces,2,1952-02-29T15:25:18.750000+00:00,340.000,1952-03-10T15:10:11.718750+00:00,350.000
Pisces,3,1952-03-10T15:10:11.718750+00:00,350.000,1952-03-20T16:13:49.687500+00:00,0.000
Aries,1,1952-03-20T16:13:49.687500+00:00,0.000,1952-03-30T18:31:59.531250+00:00,10.000
Aries,2,1952-03-30T18:31:59.531250+00:00,10.000,1952-04-09T22:21:54.843750+00:00,20.000
Aries,3,1952-04-09T22:21:54.843750+00:00,20.000,1952-04-20T03:36:33.750000+00:00,30.000
Taurus,1,1952-04-20T03:36:33.750000+00:00,30.000,1952-04-30T10:06:47.812500+00:00,40.000
Taurus,2,1952-04-30T10:06:47.812500+00:00,40.000,1952-05-10T18:01:45.468750+00:00,50.000
Taurus,3,1952-05-10T18:01:45.468750+00:00,50.000,1952-05-21T03:03:52.031250+00:00,60.000
Gemini,1,1952-05-21T03:03:52.031250+00:00,60.000,1952-05-31T13:00:07.031250+00:00,70.000
Gemini,2,1952-05-31T13:00:07.031250+00:00,70.000,1952-06-10T23:51:54.843750+00:00,80.000
Gemini,3,1952-06-10T23:51:54.843750+00:00,80.000,1952-06-21T11:12:32.343750+00:00,90.000
Cancer,1,1952-06-21T11:12:32.343750+00:00,90.000,1952-07-01T22:50:02.343750+00:00,100.000
Cancer,2,1952-07-01T22:50:02.343750+00:00,100.000,1952-07-12T10:38:47.343750+00:00,110.000
Cancer,3,1952-07-12T10:38:47.343750+00:00,110.000,1952-07-22T22:07:30+00:00,120.000
Leo,1,1952-07-22T22:07:30+00:00,120.000,1952-08-02T09:10:43.359375+00:00,130.000
Leo,2,1952-08-02T09:10:43.359375+00:00,130.000,1952-08-12T19:38:05.156250+00:00,140.000
Leo,3,1952-08-12T19:38:05.156250+00:00,140.000,1952-08-23T05:02:41.718750+00:00,150.000
Virgo,1,1952-08-23T05:02:41.718750+00:00,150.000,1952-09-02T13:26:29.062500+00:00,160.000
Virgo,2,1952-09-02T13:26:29.062500+00:00,160.000,1952-09-12T20:39:15.468750+00:00,170.000
Virgo,3,1952-09-12T20:39:15.468750+00:00,170.000,1952-09-23T02:23:47.343750+00:00,180.000
Libra,1,1952-09-23T02:23:47.343750+00:00,180.000,1952-10-03T06:49:44.765625+00:00,190.000
Libra,2,1952-10-03T06:49:44.765625+00:00,190.000,1952-10-13T09:51:19.687500+00:00,200.000
Libra,3,1952-10-13T09:51:19.687500+00:00,200.000,1952-10-23T11:22:12.421875+00:00,210.000
Scorpio,1,1952-10-23T11:22:12.421875+00:00,210.000,1952-11-02T11:39:57.656250+00:00,220.000
Scorpio,2,1952-11-02T11:39:57.656250+00:00,220.000,1952-11-12T10:43:42.656250+00:00,230.000
Scorpio,3,1952-11-12T10:43:42.656250+00:00,230.000,1952-11-22T08:35:44.531250+00:00,240.000
Sagittarius,1,1952-11-22T08:35:44.531250+00:00,240.000,1952-12-02T05:39:57.656250+00:00,250.000
Sagittarius,2,1952-12-02T05:39:57.656250+00:00,250.000,1952-12-12T02:00:14.062500+00:00,260.000
Sagittarius,3,1952-12-12T02:00:14.062500+00:00,260.000,1952-12-21T21:43:14.531250+00:00,270.000
Capricorn,1,1952-12-21T21:43:14.531250+00:00,270.000,1952-12-31T17:16:24.375000+00:00,280.000
Capricorn,2,1952-12-31T17:16:24.375000+00:00,280.000,1953-01-10T12:46:45.468750+00:00,290.000
Capricorn,3,1953-01-10T12:46:45.468750+00:00,290.000,1953-01-20T08:21:19.687500+00:00,300.000
Aquarius,1,1953-01-20T08:21:19.687500+00:00,300.000,1953-01-30T04:27:53.437500+00:00,310.000
Aquarius,2,1953-01-30T04:27:53.437500+00:00,310.000,1953-02-09T01:12:46.406250+00:00,320.000
Aquarius,3,1953-02-09T01:12:46.406250+00:00,320.000,1953-02-18T22:41:04.453125+00:00,330.000
Pisces,1,1953-02-18T22:41:04.453125+00:00,330.000,1953-02-28T21:17:13.593750+00:00,340.000
Pisces,2,1953-02-28T21:17:13.593750+00:00,340.000,1953-03-10T21:03:41.484375+00:00,350.000
Pisces,3,1953-03-10T21:03:41.484375+00:00,350.000,1953-03-20T22:00:28.125000+00:00,0.000
Aries,1,1953-03-20T22:00:28.125000+00:00,0.000,1953-03-31T00:27:04.218750+00:00,10.000
Aries,2,1953-03-31T00:27:04.218750+00:00,10.000,1953-04-10T04:16:59.531250+00:00,20.000
Aries,3,1953-04-10T04:16:59.531250+00:00,20.000,1953-04-20T09:25:18.750000+00:00,30.000
Taurus,1,1953-04-20T09:25:18.750000+00:00,30.000,1953-04-30T16:03:59.062500+00:00,40.000
Taurus,2,1953-04-30T16:03:59.062500+00:00,40.000,1953-05-10T23:56:07.968750+00:00,50.000
Taurus,3,1953-05-10T23:56:07.968750+00:00,50.000,1953-05-21T08:52:47.578125+00:00,60.000
Gemini,1,1953-05-21T08:52:47.578125+00:00,60.000,1953-05-31T18:56:57.187500+00:00,70.000
Gemini,2,1953-05-31T18:56:57.187500+00:00,70.000,1953-06-11T05:42:25.312500+00:00,80.000
Gemini,3,1953-06-11T05:42:25.312500+00:00,80.000,1953-06-21T16:59:52.968750+00:00,90.000
Cancer,1,1953-06-21T16:59:52.968750+00:00,90.000,1953-07-02T04:43:42.656250+00:00,100.000
Cancer,2,1953-07-02T04:43:42.656250+00:00,100.000,1953-07-12T16:22:37.031250+00:00,110.000
Cancer,3,1953-07-12T16:22:37.031250+00:00,110.000,1953-07-23T03:52:01.875000+00:00,120.000
Leo,1,1953-07-23T03:52:01.875000+00:00,120.000,1953-08-02T14:59:38.906250+00:00,130.000
Leo,2,1953-08-02T14:59:38.906250+00:00,130.000,1953-08-13T01:16:59.531250+00:00,140.000
Leo,3,1953-08-13T01:16:59.531250+00:00,140.000,1953-08-23T10:45:07.031250+00:00,150.000
Virgo,1,1953-08-23T10:45:07.031250+00:00,150.000,1953-09-02T19:11:00.937500+00:00,160.000
Virgo,2,1953-09-02T19:11:00.937500+00:00,160.000,1953-09-13T02:15:21.093750+00:00,170.000
Virgo,3,1953-09-13T02:15:21.093750+00:00,170.000,1953-09-23T08:05:51.562500+00:00,180.000
Libra,1,1953-09-23T08:05:51.562500+00:00,180.000,1953-10-03T12:32:20.625000+00:00,190.000
Libra,2,1953-10-03T12:32:20.625000+00:00,190.000,1953-10-13T15:27:25.312500+00:00,200.000
Libra,3,1953-10-13T15:27:25.312500+00:00,200.000,1953-10-23T17:06:12.656250+00:00,210.000
Scorpio,1,1953-10-23T17:06:12.656250+00:00,210.000,1953-11-02T17:23:26.250000+00:00,220.000
Scorpio,2,1953-11-02T17:23:26.250000+00:00,220.000,1953-11-12T16:21:33.750000+00:00,230.000
Scorpio,3,1953-11-12T16:21:33.750000+00:00,230.000,1953-11-22T14:22:01.875000+00:00,240.000
Sagittarius,1,1953-11-22T14:22:01.875000+00:00,240.000,1953-12-02T11:25:32.812500+00:00,250.000
Sagittarius,2,1953-12-02T11:25:32.812500+00:00,250.000,1953-12-12T07:39:50.625000+00:00,260.000
Sagittarius,3,1953-12-12T07:39:50.625000+00:00,260.000,1953-12-22T03:31:27.890625+00:00,270.000
Capricorn,1,1953-12-22T03:31:27.890625+00:00,270.000,1953-12-31T23:04:06.093750+00:00,280.000
Capricorn,2,1953-12-31T23:04:06.093750+00:00,280.000,1954-01-10T18:28:07.500000+00:00,290.000
Capricorn,3,1954-01-10T18:28:07.500000+00:00,290.000,1954-01-20T14:11:07.968750+00:00,300.000
Aquarius,1,1954-01-20T14:11:07.968750+00:00,300.000,1954-01-30T10:17:20.625000+00:00,310.000
Aquarius,2,1954-01-30T10:17:20.625000+00:00,310.000,1954-02-09T06:55:53.906250+00:00,320.000
Aquarius,3,1954-02-09T06:55:53.906250+00:00,320.000,1954-02-19T04:32:17.109375+00:00,330.000
Pisces,1,1954-02-19T04:32:17.109375+00:00,330.000,1954-03-01T03:08:05.156250+00:00,340.000
Pisces,2,1954-03-01T03:08:05.156250+00:00,340.000,1954-03-11T02:48:13.359375+00:00,350.000
Pisces,3,1954-03-11T02:48:13.359375+00:00,350.000,1954-03-21T03:53:26.250000+00:00,0.000
Aries,1,1954-03-21T03:53:26.250000+00:00,0.000,1954-03-31T06:18:16.875000+00:00,10.000
Aries,2,1954-03-31T06:18:16.875000+00:00,10.000,1954-04-10T10:02:13.593750+00:00,20.000
Aries,3,1954-04-10T10:02:13.593750+00:00,20.000,1954-04-20T15:19:41.250000+00:00,30.000
Taurus,1,1954-04-20T15:19:41.250000+00:00,30.000,1954-04-30T21:54:29.531250+00:00,40.000
Taurus,2,1954-04-30T21:54:29.531250+00:00,40.000,1954-05-11T05:42:25.312500+00:00,50.000
Taurus,3,1954-05-11T05:42:25.312500+00:00,50.000,1954-05-21T14:47:20.625000+00:00,60.000
Gemini,1,1954-05-21T14:47:20.625000+00:00,60.000,1954-06-01T00:45:21.093750+00:00,70.000
Gemini,2,1954-06-01T00:45:21.093750+00:00,70.000,1954-06-11T11:29:24.843750+00:00,80.000
Gemini,3,1954-06-11T11:29:24.843750+00:00,80.000,1954-06-21T22:53:54.375000+00:00,90.000
Cancer,1,1954-06-21T22:53:54.375000+00:00,90.000,1954-07-02T10:29:17.812500+00:00,100.000
Cancer,2,1954-07-02T10:29:17.812500+00:00,100.000,1954-07-12T22:10:50.390625+00:00,110.000
Cancer,3,1954-07-12T22:10:50.390625+00:00,110.000,1954-07-23T09:45:00+00:00,120.000
Leo,1,1954-07-23T09:45:00+00:00,120.000,1954-08-02T20:43:07.500000+00:00,130.000
Leo,2,1954-08-02T20:43:07.500000+00:00,130.000,1954-08-13T07:05:44.531250+00:00,140.000
Leo,3,1954-08-13T07:05:44.531250+00:00,140.000,1954-08-23T16:35:58.593750+00:00,150.000
Virgo,1,1954-08-23T16:35:58.593750+00:00,150.000,1954-09-03T00:53:47.343750+00:00,160.000
Virgo,2,1954-09-03T00:53:47.343750+00:00,160.000,1954-09-13T08:05:09.375000+00:00,170.000
Virgo,3,1954-09-13T08:05:09.375000+00:00,170.000,1954-09-23T13:55:18.750000+00:00,180.000
Libra,1,1954-09-23T13:55:18.750000+00:00,180.000,1954-10-03T18:16:10.312500+00:00,190.000
Libra,2,1954-10-03T18:16:10.312500+00:00,190.000,1954-10-13T21:19:41.250000+00:00,200.000
Libra,3,1954-10-13T21:19:41.250000+00:00,200.000,1954-10-23T22:56:22.031250+00:00,210.000
Scorpio,1,1954-10-23T22:56:22.031250+00:00,210.000,1954-11-02T23:09:01.406250+00:00,220.000
Scorpio,2,1954-11-02T23:09:01.406250+00:00,220.000,1954-11-12T22:16:17.343750+00:00,230.000
Scorpio,3,1954-11-12T22:16:17.343750+00:00,230.000,1954-11-22T20:14:17.812500+00:00,240.000
Sagittarius,1,1954-11-22T20:14:17.812500+00:00,240.000,1954-12-02T17:12:53.437500+00:00,250.000
Sagittarius,2,1954-12-02T17:12:53.437500+00:00,250.000,1954-12-12T13:35:58.593750+00:00,260.000
Sagittarius,3,1954-12-12T13:35:58.593750+00:00,260.000,1954-12-22T09:24:15.468750+00:00,270.000
Capricorn,1,1954-12-22T09:24:15.468750+00:00,270.000,1955-01-01T04:51:26.718750+00:00,280.000
Capricorn,2,1955-01-01T04:51:26.718750+00:00,280.000,1955-01-11T00:22:51.093750+00:00,290.000
Capricorn,3,1955-01-11T00:22:51.093750+00:00,290.000,1955-01-20T20:01:59.531250+00:00,300.000
Aquarius,1,1955-01-20T20:01:59.531250+00:00,300.000,1955-01-30T16:01:31.406250+00:00,310.000
Aquarius,2,1955-01-30T16:01:31.406250+00:00,310.000,1955-02-09T12:46:45.468750+00:00,320.000
Aquarius,3,1955-02-09T12:46:45.468750+00:00,320.000,1955-02-19T10:18:45+00:00,330.000
Pisces,1,1955-02-19T10:18:45+00:00,330.000,1955-03-01T08:47:41.718750+00:00,340.000
Pisces,2,1955-03-01T08:47:41.718750+00:00,340.000,1955-03-11T08:34:41.250000+00:00,350.000
Pisces,3,1955-03-11T08:34:41.250000+00:00,350.000,1955-03-21T09:35:09.375000+00:00,0.000
Aries,1,1955-03-21T09:35:09.375000+00:00,0.000,1955-03-31T11:53:50.859375+00:00,10.000
Aries,2,1955-03-31T11:53:50.859375+00:00,10.000,1955-04-10T15:46:03.281250+00:00,20.000
Aries,3,1955-04-10T15:46:03.281250+00:00,20.000,1955-04-20T20:57:53.437500+00:00,30.000
Taurus,1,1955-04-20T20:57:53.437500+00:00,30.000,1955-05-01T03:29:10.781250+00:00,40.000
Taurus,2,1955-05-01T03:29:10.781250+00:00,40.000,1955-05-11T11:25:22.265625+00:00,50.000
Taurus,3,1955-05-11T11:25:22.265625+00:00,50.000,1955-05-21T20:24:29.531250+00:00,60.000
Gemini,1,1955-05-21T20:24:29.531250+00:00,60.000,1955-06-01T06:22:30+00:00,70.000
Gemini,2,1955-06-01T06:22:30+00:00,70.000,1955-06-11T17:14:17.812500+00:00,80.000
Gemini,3,1955-06-11T17:14:17.812500+00:00,80.000,1955-06-22T04:31:24.375000+00:00,90.000
Cancer,1,1955-06-22T04:31:24.375000+00:00,90.000,1955-07-02T16:11:11.484375+00:00,100.000
Cancer,2,1955-07-02T16:11:11.484375+00:00,100.000,1955-07-13T03:58:21.562500+00:00,110.000
Cancer,3,1955-07-13T03:58:21.562500+00:00,110.000,1955-07-23T15:24:36.562500+00:00,120.000
Leo,1,1955-07-23T15:24:36.562500+00:00,120.000,1955-08-03T02:30:07.031250+00:00,130.000
Leo,2,1955-08-03T02:30:07.031250+00:00,130.000,1955-08-13T12:55:11.718750+00:00,140.000
Leo,3,1955-08-13T12:55:11.718750+00:00,140.000,1955-08-23T22:18:55.546875+00:00,150.000
Virgo,1,1955-08-23T22:18:55.546875+00:00,150.000,1955-09-03T06:45:21.093750+00:00,160.000
Virgo,2,1955-09-03T06:45:21.093750+00:00,160.000,1955-09-13T13:55:39.843750+00:00,170.000
Virgo,3,1955-09-13T13:55:39.843750+00:00,170.000,1955-09-23T19:40:53.906250+00:00,180.000
Libra,1,1955-09-23T19:40:53.906250+00:00,180.000,1955-10-04T00:10:11.718750+00:00,190.000
Libra,2,1955-10-04T00:10:11.718750+00:00,190.000,1955-10-14T03:10:11.718750+00:00,200.000
Libra,3,1955-10-14T03:10:11.718750+00:00,200.000,1955-10-24T04:43:00.468750+00:00,210.000
Scorpio,1,1955-10-24T04:43:00.468750+00:00,210.000,1955-11-03T05:04:06.093750+00:00,220.000
Scorpio,2,1955-11-03T05:04:06.093750+00:00,220.000,1955-11-13T04:06:26.718750+00:00,230.000
Scorpio,3,1955-11-13T04:06:26.718750+00:00,230.000,1955-11-23T02:00:56.250000+00:00,240.000
Sagittarius,1,1955-11-23T02:00:56.250000+00:00,240.000,1955-12-02T23:07:47.578125+00:00,250.000
Sagittarius,2,1955-12-02T23:07:47.578125+00:00,250.000,1955-12-12T19:26:07.968750+00:00,260.000
Sagittarius,3,1955-12-12T19:26:07.968750+00:00,260.000,1955-12-22T15:10:53.906250+00:00,270.000
Capricorn,1,1955-12-22T15:10:53.906250+00:00,270.000,1956-01-01T10:45:59.765625+00:00,280.000
Capricorn,2,1956-01-01T10:45:59.765625+00:00,280.000,1956-01-11T06:13:00.468750+00:00,290.000
Capricorn,3,1956-01-11T06:13:00.468750+00:00,290.000,1956-01-21T01:48:16.875000+00:00,300.000
Aquarius,1,1956-01-21T01:48:16.875000+00:00,300.000,1956-01-30T21:55:53.906250+00:00,310.000
Aquarius,2,1956-01-30T21:55:53.906250+00:00,310.000,1956-02-09T18:36:33.750000+00:00,320.000
